nom_suggere;categorie;detail;ville;region;courriel;telephone;site;adresse;code_postal;gps;image;resume;nom_brut_melange
Ecoledequitation 1101;Centre récréatif / sportif;Centre équestre;La Présentation;Laval;info@ecuries1101.com;450 664-2020;http://www.ecoledequitation1101.com;1101, Grand Rang;J0H1B0;45.62714,-73.093001;https://images.squarespace-cdn.com/content/v1/5bc73603d7819e03179b16ca/c0701611-1f84-44df-b5d9-a8650ca914e1/Fond+d%27%C3%A9cran+d%27ordinateur+Motivation+Jaune+Fleuri.jpeg;Les Écuries 1101 Inc. vous invitent à découvrir un lieu enchanteur situé en pleine forêt, où la nature et le bien-être animal sont au cur de toutes les activités. Profitez de leur Parcours Gourmand, un événement culinaire innovant qui vous fera rêver tout au long de l'année. Les Écuries proposent également des cours d'équitation Western, des randonnées à cheval et des camps d'été pour les jeunes.;TLE 227-1
Bfly;Centre récréatif / sportif;;Laval;La Matapédia;laval@bfly.ca;418 629-3450;https://www.bfly.ca;2800 Avenue du Cosmodôme;H7T 2X1;45.565899751105,-73.74209204865;https://www.facebook.com/tr?id=1359778537966636&ev=PageView&noscript=1;Les centres Bfly au Québec offrent une expérience unique et captivante à travers leurs trois volailles de papillons. À Laval, un centre temporaire est ouvert durant l'été. Le centre de Québec se distingue par sa volière, son labyrinthe de miroirs, et son nouveau mini-golf fluo. À Brossard, plongez dans un espace d'amusement intérieur, avec quatre aires de jeux, un parcours en arbres, et un labyrin;Thaïzone
Lesaiglestr;Centre récréatif / sportif;;Trois-Rivières;Les Sources;info@lesaiglestr.com;873 832-3608;https://lesaiglestr.com;1550 Avenue Gilles-Villeneuve;G8Z 3R7;46.3480433,-72.556739;https://s0.wp.com/_si/?t=eyJpbWciOiJodHRwczpcL1wvbGVzYWlnbGVzdHIuY29tXC93cC1jb250ZW50XC91cGxvYWRzXC8yMDIzXC8wOVwvbG9nb19haWdsZXNfYS5wbmciLCJ0eHQiOiJBaWdsZXMgZGUgVHJvaXMtUml2aVx1MDBlOHJlcyIsInRlbXBsYXRlIjoiZWRnZSIsImZvbnQiOiIiLCJibG9nX2lkIjoyMjM0MDM4MTh9.tehIafb-NU-RR9mSmQxpyPdnCETG05_Fr0SAHZM0bc0MQ;Les Aigles de Trois-Rivières sont une équipe de baseball bien établie en Mauricie, offrant une expérience familiale et conviviale. Depuis leur création en 2013, ils ont su sadapter en évoluant dans différentes ligues, positionnant le baseball comme un sport emblématique de la ville. Avec une saison 2025 marquée par des changements prometteurs, léquipe aspire à offrir un spectacle captivant en 20;TERRITOIRE DE L'ORIGNAL
Cfmontreal;Centre récréatif / sportif;;Montréal;Lévis;;418 835-6555;https://www.cfmontreal.com/stade/stade-saputo;4750 Rue Sherbrooke Est;H1V 3S8;45.5630738,-73.5526584;https://images.mlssoccer.com/image/upload/v1702484294/assets/mtl/logos/Logo_CFM_800x800_CF_Montreal_zieryc.svg;Le Stade Saputo, situé au cur du Parc olympique de Montréal, est un incontournable pour les passionnés de soccer. Inauguré en 2008, ce stade moderne, pouvant accueillir jusqu'à 19 619 spectateurs, est le domicile du CF Montréal. Il offre une expérience unique lors des matchs de la Major League Soccer, du Championnat canadien et d'événements internationaux, tels que la Ligue des Champions Concacaf;TERRA 102
Rivieregentilly;Centre récréatif / sportif;Centre de vélo de montagne / fatbike;Sainte-Marie-de-Blandford;Les Appalaches;reservation@rivieregentilly.com;;http://rivieregentilly.com;1000 Avenue des Flamants;G0X 2W0;46.3314599,-72.2385;https://rivieregentilly.com/wp-content/uploads/2024/03/27113406/PRG-Logo-2024.svg?ver=17634082;Le Parc de la Rivière Gentilly, situé en pleine nature et ouvert toute lannée, est un véritable havre de paix pour les amoureux de plein air. Offrant une gamme d'hébergements, des chalets confortables aux espaces de camping, il promet une expérience ressourçante. Les visiteurs peuvent profiter d'activités variées telles que randonnée, vélo de montagne, fatbike et équitation. Pour les plus aventur;SUITES-SUR-LAC UNITÉ #2304
Parcekilib;Centre récréatif / sportif;;Saint-Jean-sur-Richelieu;Matawinie;info@parcekilib.com;450 886-3845;https://www.parcekilib.com;600 Rue Pierre-Caisse;J3A 1M2;45.3295969,-73.281012;https://static.wixstatic.com/media/ddae41_3aed244627c2495e811ea6fe4f865097~mv2.jpg/v1/fill/w_1640,h_924,al_c/ddae41_3aed244627c2495e811ea6fe4f865097~mv2.jpg;Le Centre Sportif Ékilib, situé à Saint-Jean-sur-Richelieu, est un lieu de loisirs dynamique et convivial pour toute la famille. Il offre des installations variées, notamment des zones de parkour et de ninja, idéales pour les jeunes aventuriers. Les visiteurs peuvent participer à des cours d'initiation, des sessions privées ou des activités de groupe. Le centre accueille également des événements s;Station Gallix / Ski alpin et planche à neige
Recreofun;Centre récréatif / sportif;;Saint-Bruno-de-Montarville;Trois-Rivières;fetes_sb@recreofun.com;819 377-6398;https://recreofun.com/saint-bruno/fr;1031 Boulevard Saint-Bruno;J3V 6P4;45.5031964,-73.3847803;https://recreofun.com/saint-bruno/wp-content/uploads/sites/4/2023/08/recreofun_centre-amusement-familial_zones-de-jeux_labyrinthe_centre-saint-bruno.jpg;Le centre RécréOFUN de Saint-Bruno, situé à seulement 30 minutes de Montréal, est l'endroit parfait pour passer du temps en famille sur la Rive-Sud. Avec ses trampolines bungee, son labyrinthe géant et sa spacieuse arène de jeux de balles, il offre une multitude d'activités divertissantes pour les enfants de tous âges. L'ambiance est animée et conviviale, idéale pour créer des souvenirs mémorables;Station Gallix
Fermepegasus;Centre récréatif / sportif;Centre équestre;Ulverton;Drummond;fermepegasus@hotmail.com;819 445-1234;https://fermepegasus.com;261, Route 143;J0B 2B0;45.719045412202,-72.22617880444;https://fermepegasus.com/wp-content/uploads/2021/12/facebook-1.jpg;Le Camping Ferme Pégasus, niché en bordure de la rivière St-François à Ulverton, vous invite à découvrir un cadre enchanteur aux limites des Cantons-de-l'Est et du Centre-du-Québec. Ce camping situé sur une ferme équestre vous permet de vous ressourcer en pleine nature, loin du tumulte quotidien. Profitez d'une variété d'activités de plein air, telles que le kayak, la randonnée, la pêche et l'équi;SOLLIS DESCHAILLONS
Abbayevalnotredame;Centre récréatif / sportif;Centre de vélo de montagne / fatbike;Saint-Jean-de-Matha;Les Laurentides;magasin.vnd@gmail.com;873 229-0363;https://www.abbayevalnotredame.ca;220, chemin de la Montagne-Coupée;J0K 2S0;46.2014984,-73.506117;https://cdn.shopify.com/s/files/1/0243/4616/5329/files/AVND_LogoHorizontal_COUL_RGB-lowres.png?height=628&pad_color=ffffff&v=1613760574&width=1200;L'Abbaye Val-Notre-Dame, située à Saint-Jean-de-Matha dans la région de Lanaudière, est un havre de paix fondé par l'Ordre cistercien de la stricte observance. Établie entre montagnes et forêts, elle offre un cadre propice à la méditation et au ressourcement. Les visiteurs peuvent explorer les sentiers pédestres et de vélo de montagne, tout en découvrant l'univers des forestibles lors d'ateliers e;RONIX
Zone 15;Centre récréatif / sportif;;Laval;Les Basques;info@zone15.ca;418 738-2298;http://www.zone15.ca;3705, Aut. des Laurentides;H7L3H7;45.582303,-73.76131;https://centrerecreatifzone15.ca/wp-content/uploads/2025/04/zone_15_mobile.webp;Découvrez Zone 15, votre centre damusement incontournable à Laval, près de Montréal. Offrant une expérience unique de divertissement, cet espace est idéal pour les familles et les amis. Plongez dans des activités captivantes comme le laser tag, avec un système de pointe, ou explorez notre mini-golf fluorescent dans des décors enchanteurs. Testez vos compétences avec nos jeux d'évasion immersifs, ;Resto-Pub Le Chianti
Missionstb;Centre récréatif / sportif;;Saint-Charles-sur-Richelieu;Saguenay;;418 696-1111;https://www.missionstb.com;12 Chemin des Patriotes;J0H 2G0;45.6284506,-73.182782;https://static.wixstatic.com/media/f08cf4_dd8be8da98614c9c92861af928d56c1a~mv2_d_1500_1725_s_2.jpg/v1/fill/w_99,h_113,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/LOGO%20MISSIONS%20COULEUR_OUT.jpg;Découvrez une expérience unique de team building au cur de la nature québécoise. Idéal pour renforcer la communication et la cohésion au sein de votre équipe, cet espace offre un cadre inspirant où le travail et le plaisir se rencontrent. Profitez dactivités variées qui favorisent la collaboration et tissent des liens solides entre les participants. Niché dans un paysage pittoresque, cet endroit;Resto Bistro Le Prince Élie
Maitredujeu;Centre récréatif / sportif;;Gatineau;Gatineau;info@maitredujeu.ca;;https://www.maitredujeu.ca;135 Rue Eddy;J8X 2W7;45.4294869,-75.720707;https://www.maitredujeu.ca/images/favicons/android-chrome-512x512.png;Découvrez une expérience immersive unique au port Des Mille et Un Pêchés, où l'aventure vous attend sous le signe de mystères et de défis palpitants. Plongez dans des scénarios captivants, tels que la quête de trésors templiers, la lutte contre un alchimiste maléfique, ou encore une mission pour stopper un échange de diamants crucial. Chaque expérience vous propulse dans des univers fantastiques e;Restaurant Vesta
Aventurierpaintball;Centre récréatif / sportif;;Trois-Rivières;Les Laurentides;contact@aventurierpaintball.com;;https://www.aventurierpaintball.com;2301, rg St-Malo;G8V 1X6;46.402622,-72.494788;https://www.aventurierpaintball.com/demo.aventurierpaintball.com/wp-content/uploads/2016/04/logo_aventuriertr.png;Découvrez une expérience dynamique à Trois-Rivières avec les petites balles de paintball. Situé au 2301 rang St-Malo, ce site vous plonge dans un univers d'aventure où la stratégie et l'adrénaline se mêlent. Ouvert toute l'année, il offre des forfaits adaptés à tous, que ce soit en semaine ou pendant le week-end. Parfait pour des sorties en groupe, cet espace de jeu garantit des moments mémorables;Restaurant Trois-Rivières | La Maison de Débauche par Le Carlito - La Maison de Débauche
Multi Sports;Centre récréatif / sportif;;Laval;Québec;info@multi-sports.ca;418 848-2422;https://multi-sports.ca/index.html;955 Avenue de Bois-de-Boulogne;H7N 4G1;45.574041,-73.703907;https://multi-sports.ca/wp-content/uploads/2024/05/Logo-CMSL-1-1.png;Découvrez un véritable univers sportif au cur de la région, où l'activité physique devient une expérience exceptionnelle. Nos installations modernes, telles que le Centre Sportif Bois-de-Boulogne et le Centre Sportif Val-des-Arbres, offrent une vaste gamme de sports, incluant soccer, badminton, pickleball et volleyball tant en intérieur qu'en extérieur. Parfait pour les amateurs de loisirs ou de ;Restaurant Motel Le Chavigny
Ozaccrossinges;Centre récréatif / sportif;;Granby;Les Appalaches;info@ozaccrossinges.com;418 335-2931;https://ozaccrossinges.com;231 Rue Saint Charles Sud;J2G 3V8;45.3951877,-72.7338821;https://ozaccrossinges.com/wp-content/uploads/2024/11/SINGE-3.png;Découvrez un lieu récréatif unique à Granby, où l'ambiance chaleureuse invite petits et grands à s'amuser sans réserve. Accessible sans réservation préalable pour les visites quotidiennes, cet espace est idéal pour les groupes et les célébrations, avec une variété d'activités et de services adaptés. Profitez des rabais en fin de journée et d'une restauration sur place, tout en respectant la consig;Restaurant Le Borée
Centreequestrerobidas;Centre récréatif / sportif;Centre équestre;North Hatley;Les Maskoutains;randoequestrejr@gmail.com;450 250-7665;https://www.centreequestrerobidas.com;32 Chemin McFarland;J0B 2C0;45.3004373,-71.9569652;https://static.wixstatic.com/media/969ad0_fce50625c95d443c9f9ab8eea37c889c~mv2.png/v1/fill/w_2112,h_999,al_c/969ad0_fce50625c95d443c9f9ab8eea37c889c~mv2.png;Découvrez un havre de paix en pleine nature, où le plaisir de l'équitation et le bien-être se rencontrent. Située dans une région pittoresque, cette villégiature vous propose des balades à cheval sur de magnifiques sentiers, parfaits pour les familles et les débutants. Les propriétaires passionnés offrent un accueil chaleureux et des conseils adaptés, garantissant une expérience enrichissante et s;RESTAURANT ET MAISONS DE VACANCES LE GRILLON
Cegepmontpetit;Centre récréatif / sportif;;Longueuil;Québec;csportif@cegepmontpetit.ca;418 478-2344;https://www.cegepmontpetit.ca;260 Rue de Gentilly Est;J4H 4A4;45.537414899999,-73.4920352;https://www.cegepmontpetit.ca/static/img/new-cegep.png;Découvrez un havre de paix à Longueuil, idéal pour échapper à l'agitation urbaine. Situé sur le chemin de Chambly, cet endroit vous invite à explorer un cadre naturel enchanteur. Vous pourrez profiter de promenades paisibles, d'activités de loisirs et d'un environnement propice à la détente. La proximité de la région vous permet d'accéder facilement aux plaisirs de la nature tout en savourant l'ho;Restaurant ChuChai
Tagekarting;Centre récréatif / sportif;;Sainte-Thérèse;Les Pays-d'en-Haut;info@tagekarting.com;819 327-3232;http://www.tagekarting.com/fr/accueil.html;270, rue Sicard;J7E 3X4;45.642309,-73.860462;https://www.tagekarting.com/gx/partage.jpg;Découvrez TAG E-Karting & Amusement, une destination unique située au cur de la région, offrant plus de 6000 m² de divertissement. Avec ses trois pistes de karting électrique à plusieurs niveaux, conçues par le champion canadien Alex Tagliani, l'expérience est à la fois palpitante et sécurisée. Les visiteurs pourront également profiter d'une variété d'attractions, notamment des simulateurs de cou;RÉSIDENCE DU COLLÈGE AHUNTSIC
Oxygenyogaandfitness;Centre récréatif / sportif;Yoga fitness;Laval;Laval;carrefour@oxygenyogafitness.com;;https://oxygenyogaandfitness.com/carrefour;3090 Boulevard le Carrefour;H7T 2J7;45.5661853,-73.7518997;https://oxygenyogaandfitness.com/wp-content/uploads/2016/09/oxygen-logo.png;Découvrez Oxygen Yoga & Fitness, un studio de yoga pas comme les autres, situé dans un environnement chaleureux et apaisant. Offrant une variété unique de cours de yoga et de fitness fusion, vous pourrez profiter d'entraînements intensifs alliant cardio, équilibre et flexibilité, le tout dans une ambiance enveloppante de chaleur infrarouge. Que ce soit pour un Hot Yoga revitalisant le matin ou pou;Réseau Villageois
Arbre Mirabel;Centre récréatif / sportif;;Mirabel;Les Moulins;info@arbre-mirabel.com;438 870-9129;http://www.arbre-mirabel.com;10423, mtée Ste-Marianne;J7J2B1;45.658505,-73.90889;https://static.wixstatic.com/media/a6ad0c_232641a42f7c44f5a28f779c28d2b611~mv2.jpeg/v1/fill/w_192,h_288,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/a6ad0c_232641a42f7c44f5a28f779c28d2b611~mv2.jpeg;Découvrez les parcours dhébertisme aérien au Parc du Domaine Vert, un lieu idéal pour une sortie en famille à Mirabel. Nichés au cur d'une forêt de grands pins, ces parcours offrent une immersion naturelle et des aventures palpitantes à travers ponts de singe, poutres et tyroliennes. Avec des parcours adaptés à tous les niveaux, chacun peut trouver l'excitation qui lui convient. La sécurité est ;Randonnée pédestre - Pépinière Villeneuve
Avacture;Centre récréatif / sportif;;Québec;Les Chenaux;info@avacture.com;819 852-1246;https://www.avacture.com;;G1R 5M1;46.8133415,-71.2082877;https://static.wixstatic.com/media/c82ab7_5111c4aba37e4712b1f6140a73168f1e~mv2.png/v1/fill/w_500,h_500,al_c/c82ab7_5111c4aba37e4712b1f6140a73168f1e~mv2.png;Découvrez les aventures de chasse au trésor, une expérience immersive à vivre en plein cur des villes du Québec. Que vous soyez seul, en couple, en famille ou entre amis, ce rallye piéton vous plonge dans un univers ludique et captivant. Idéal pour les familles et les groupes d'adultes, y compris les entreprises cherchant à renforcer leur cohésion d'équipe, cet événement se prête également aux ét;Quatre Natures
